x_mm,r_mm
3.893483709273182569e+01,1.617523076056392739e+01
3.899749373433583344e+01,1.618128001533405680e+01
3.906015037593984829e+01,1.618729315270232050e+01
3.912280701754386314e+01,1.619327039505357391e+01
3.918546365914787089e+01,1.619921196477263692e+01
3.924812030075187863e+01,1.620511808424437561e+01
3.931077694235588638e+01,1.621098897585361343e+01
3.937343358395989412e+01,1.621682486198519868e+01
3.943609022556390897e+01,1.622262596502396903e+01
3.949874686716791672e+01,1.622839250735476568e+01
3.956140350877193157e+01,1.623412471136243340e+01
3.962406015037593932e+01,1.623982279943180629e+01
3.968671679197994706e+01,1.624548699394773976e+01
3.974937343358395481e+01,1.625111751729505727e+01
3.981203007518796966e+01,1.625671459185860712e+01
3.987468671679197740e+01,1.626227844002323764e+01
3.993734335839599225e+01,1.626780928417377581e+01
4.000000000000000000e+01,1.627330734669507706e+01
